article,summary
"Liputan6. com, Jakarta : Kediaman baru Maia Estianty di Pasarminggu, Jakarta Selatan, sedikit demi sedikit mulai terisi barang-barang. Rumah seluas 850 meter persegi itu dibuat dengan arsitektur minimalis. Di ruang keluarga, Maia memberi sedikit sentuhan klasik dengan meletakkan piano. Di dekat ruang keluarga, terdapat kamar yang sudah disediakan buat Al, El, dan Dul. Bukan cuma itu, Maia juga menyediakan lapangan kecil dan membangun kolam renang buat ketiga putra hasil pernikahannya dengan Dhani Ahmad. "" Insya Allah menyediakan buat anak-anak, "" tutur Khustini Harjono, ibunda Maia, kepada Hot Shot seperti ditayangkan SCTV, Ahad ( 17/1 ). Namun siapa sangka, fasilitas itu diakui Dhani, tak akan memikat hati Al, El, dan Dul. Anak-anak tidak suka tinggal di luar daerah Pondok Indah, kediaman mereka saat ini, demikian ujar Dhani. Pilihan lokasi rumah bahkan dianggap sebagai bentuk ketidakperhatian Maia terhadap anak-anaknya. "" Beli rumah di luar Pondok Indah di situlah ketidakperhatian Maia terhadap anaknya. Dia tidak tahu sukanya seperti apa, "" tukas pentolan Dewa 19 ini. ( YNI ) Dhani menyebut Al, El, dan Dul sebagai Pondok Indah Mania. Segala aktivitas seperti jalan-jalan di mal dan restoran dilakukan di kawasan perumahan elite tersebut. Lagipula sudah terlambat bagi Maia untuk memberikan segala perhatian tersebut. "" Anak-anak tak butuh seperti itu. Mereka butuh sesuatu yang Maia tidak berikan dari awal, yaitu perhatian 100 persen, "" tegas Dhani. ( YNI/ANS ).","Maia Estianty menyediakan sejumlah fasilitas di rumah barunya di kawasan Pasarminggu, Jaksel, buat Al, El, dan Dul. Namun Dhani Ahmad justru menganggap itu sebagai bentuk ketidakperhatian Maia terhadap anak-anaknya."
"Liputan6. com, Jakarta : Selama Sammy Simorangkir, vokalis Kerispatih, mendekam di sel tahanan Kepolisian Resor Jakarta Pusat, sang ibunda sebenarnya melarang para personil Kerispatih menjenguk. Pernyataan ini diungkap Nyonya Simorangkir ketika ditemui SCTV di Polres Jakpus, Jumat ( 5/2 ). Sebelumnya Kerispatih yang digawangi Badai ( kibor ), Anton ( drum ), Arief ( gitar ), dan Andika ( bass ), datang menjenguk Sammy di sel tahanan [ baca : Personel Kerispatih Jenguk Sammy ]. Menurut penuturan ibunya, Sammy merasa tertekan dengan kondisinya saat ini. Sang vokalis merasa bersalah karena sudah menyalahgunakan kepercayaan rekan-rekan seprofesinya. Sebelumnya sudah ada perjanjian, jika salah satu anggota Kerispatih mengonsumsi narkotika dan obat-obatan terlarang akan dikenakan penalti. Pemuda asal Sumatra Utara ini sudah mendekam empat hari di tahanan Polres Jakpus. Ia diringkus aparat saat menggunakan shabu di rumah kos, kawasan Setia Budi, Jakarta Selatan. ( OMI/YUS ).",Ibunda Sammy meminta para personil Kerispatih tidak menjenguk anaknya di Polres Jakpus. Pasalnya Sammy merasa tertekan dan disalahkan oleh rekan-rekan seprofesinya.
"Liputan6. com, Bengkulu : Ratusan nelayan tradisional di Pasar Pantai, Kota Bengkulu, kini sedang resah. Sebab, sejak sebulan terakhir, kapal pukat harimau atau trawl kembali marak dan merambah areal penangkapan ikan mereka. Akibatnya, pendapatan para nelayan menurun drastis. Dikhawatirkan kondisi ini akan memicu gejolak di antara nelayan dan para pemilik trawl. Demikian hasil pemantauan SCTV di Bengkulu, pekan pertama September ini. Para nelayan tradisional yang hanya menggunakan pukat payang dan jaring mengaku kesulitan memenuhi kebutuhan sehari-hari, sejak trawl kembali marak. Dalam sehari, para nelayan tradisional hanya dapat memperoleh ikan tak lebih dari 100 kilogram. Jumlah ini tak sebanding dengan biaya operasional sekali melaut yang bisa mencapai sekitar Rp 100 ribu. Saking seriusnya, beberapa waktu silam, mereka sempat mengadukan kasus ini ke anggota DPRD setempat [ baca : Pukat Harimau Meresahkan Nelayan Bengkulu ]. Komandan Pangkalan Utama Angkatan Laut II Wilayah Barat, Laksamana Pertama TNI Soetjipto mengaku, telah lama mendengar operasi trawl. Namun, pihaknya kesulitan menindak karena keterbatasan armada. Saat ini, Lantamal Bengkulu hanya memiliki dua armada patroli jenis KAL. Itu pun, hanya berkapasitas 30 knot per jam dengan daya jelajah maksimal 50 mil laut. Sedangkan kegiatan trawl, biasanya dilakukan dengan jarak sekitar 10 mil di tengah laut. Kasus serupa juga dirasakan ratusan nelayan tradisional di sepanjang Pantai Ampenan, Nusatenggara Barat, baru-baru ini. Bahkan, mereka sudah mendatangi Gedung DPRD Mataram, untuk mengadukan ulah sejumlah kapal penangkap ikan berjaring pukat harimau [ baca : Ratusan Nelayan Tradisional Ampenan Mendatangi DPRD Mataram ]. Menurut mereka, sejak enam bulan terakhir, kapal pukat harimau itu beroperasi di kawasan tempat nelayan tradisional biasa mencari ikan. Akibatnya, hasil tangkapan mereka menurun drastis. ( DEN/Rishnaldi ).","Operasi kapal pukat harimau kembali marak di perairan Bengkulu. Akibatnya, pendapatan nelayan tradisional menurun drastis. Lantamal Bengkulu kesulitan menindak karena keterbatasan armada."
"BUKAN tanpa jalan berliku Krisna Mukti memperoleh popularitas seperti sekarang ini. Bahkan bila ditelusuri, jalan hidup pria kelahiran 5 Februari 1969 itu penuh cobaan. Puncaknya adalah ketika dia mengalami kecelakaan pada Mei 1998. Masih segar dalam ingatannya peristiwa nahas itu. Mobil yang dikendarai Krisna sedang melaju di ruas Tol Bandung-Cileunyi sekitar pukul 04. 00 WIB. Tiba-tiba ban mobilnya pecah dan kemudian terbalik. Akibat kecelakaan itu, tulang panggul Krisna lepas. Namun yang membuat dia miris adalah keponakan yang juga berada di dalam mobil tewas. Alih-alih musibah, peristiwa itu diibaratkan Krisna sebagai teguran Allah untuknya. Sebab, seiring popularitas Krisna yang semakin menjulang, semakin dia melupakan keberadaan Allah. Salat, zakat, puasa, dan ibadah lainnya ditinggalkan. Beruntung Krisna sadar dan segera merefleksi diri. Dia pun mulai menata hidup dan mengibaratkan kecelakaan yang dialami membuat dia bagaikan bayi yang baru lahir. Usai kecelakaan, dia menyembuhkan fisiknya sambil mengembalikan kehidupan spiritualnya ke jalan yang lurus. Menanggapi proses hidup Krisna, Ustad Yusuf Mansyur mengamini bahwa Allah sayang pada Krisna dan mengingatkan agar kembali pada-Nya. "" Di balik kesulitan banyak melahirkan ketangguhan dan peluang untuk menjadi lebih baik, "" kata Ustad Yusuf.","BUKAN tanpa jalan berliku Krisna Mukti memperoleh popularitas seperti sekarang ini. Bahkan bila ditelusuri, jalan hidup pria kelahiran 5 Februari 1969 itu penuh cobaan. Puncaknya adalah ketika dia mengalami kecelakaan pada Mei 1998. Masih segar dalam ingatannya peristiwa nahas itu. Mobil yang dik..."
"Liputan6. com, Kutai Kartanegara : Bukhari hanya tertunduk lesu saat diperiksa penyidik Kepolisian Sektor Kutai Kartanegara, Kalimantan Timur, belum lama ini. Polisi memeriksa pria yang berprofesi sebagai tukang urut di Desa Loh Sumber ini terkait kasus pencabulan terhadap Mawar ( nama samaran ) yang masih berusia 13 tahun. Dalam pemeriksaan, ia mengaku khilaf dan siap mempertanggungjawabkan perbuatannya. Tersangka juga mengaku, tindakan tersebut dilakukan saat korban datang berobat. Penyidik mengungkapkan, pencabulan itu terjadi dua kali pada pertengahan Maret silam. Salah satunya dilakukan secara terencana. Namun Bukhari yang sudah beristri dua menolak tuduhan itu. Sedangkan korban mengaku, tersangka mengancam akan memukul apabila menolak melayani nafsu bejatnya. Tak hanya itu, Bukhari juga memberikan sejumlah uang dan berpesan agar Mawar tidak melaporkan peristiwa tersebut. Untuk kepentingan penyelidikan, polisi telah meminta visum dari dokter dan menyita barang bukti berupa tikar serta celana dalam korban. ( BOG/Imron Rosyadi ).",Bukhari mencabuli Mawar dua kali pada pertengahan Maret silam. Salah satunya dilakukan secara terencana. Tersangka mengaku berbuat cabul saat korban datang untuk berobat.
"Liputan6. com, Jakarta : Mantan Sekretaris Jenderal Persatuan Renang Seluruh Indonesia Patuan Simatupang mengaku pernah menerima sumbangan uang senilai Rp 600 juta dari Badan Urusan Logistik. Duit tersebut kemudian dipakai untuk memberi bonus kepada para atlet renang yang meraih medali dalam Sea Games 1991. Pernyataan itu dikatakan Patuan saat menjadi saksi meringankan pada persidangan Kasus Penyalahgunaan Dana Nonbujeter Bulog dengan terdakwa mantan Kepala Bulog Rahardi Ramelan di Jakarta, Selasa ( 16/7 ). Patuan mengatakan, keputusan meminta sumbangan kepada Bulog berasal dari hasil rapat PRSI. Saat itu, PRSI khawatir para atlet tak berprestasi maksimal bila tak diiming-imingi bonus. Karena itulah, PRSI sepakat meminta sumbangan kepada Rahardi yang saat itu menjabat sebagai Kabulog sekaligus Ketua Umum PRSI. Tanpa kesulitan, duit berupa cek pun mengalir dari Bulog dan diterima langsung Patuan lewat ajudan Rahardi, Bustan Jufri. "" Sebelumnya, saya dihubungi sekretarisnya Rahardi bahwa PRSI bakal menerima sumbangan berupa uang dari Bulog, "" kata Patuan. Kemudian, pada hari yang sama Patuan langsung memasukkan cek tersebut ke rekening PRSI. Patuan merinci, Rp 593 juta diberikan untuk atlet, sedangkan sisanya disimpan di rekening PRSI. ( MTA/Christiyanto dan Agung Nugroho ).",PRSI pernah menerima dana nonbujeter Bulog sebesar Rp 600 juta untuk keperluan pemberian bonus bagi atlet berprestasi. Sumbangan yang diberikan berupa cek dan diserahkan oleh ajudan Rahardi.
"Liputan6. com, Sibolga : Tersinggung karena dihina, Faiginago Zalukhu membunuh adiknya Zaslima Zalukhu di kediaman mereka di Desa Hajoran, Kecamatan Pandan, Sibolga, Sumatra Utara, belum lama ini. Gadis itu tewas setelah lehernya ditebas golok. Pembunuhan sendiri terjadi saat pelaku melerai pertengkaran korban dengan adiknya Sadarlima Zalukhu. Ketika itulah, menurut tersangka, sang adik mengeluarkan kata-kata kasar yang membuat dirinya emosi. Melihat korban bersimbah darah, pelaku dan adiknya sempat membawa korban ke Rumah Sakit Pandan, namun nyawa korban tak bisa diselamatkan. Kini tersangka meringkuk di tahanan polisi untuk pemeriksaan lebih lanjut. ( ADO/Chaerul Dharma dan Cuk Arbianto ).","Faiginago Zalukhu membunuh adiknya Zaslima Zalukhu karena emosi. Pelaku sempat membawa korban ke Rumah Sakit Pandan, Sibolga, namun nyawa korban tak bisa diselamatkan."
"Api Masih Berkobar di Hutan Australia Liputan6. com, New South Wales : Dua ribu petugas pemadam kebakaran terus berjuang melawan kebakaran semak dan hutan di New South Wales, Australia, Rabu ( 22/11 ). Kebakaran ini telah menewaskan seorang pria. Sementara kebakaran semak dan hutan di Blue Mountains, Adelaide, dan Victoria telah mendekati permukiman penduduk [ baca : Kebakaran Hutan di Australia Masih Berlangsung ]. Baquba Diserang, Empat Tewas Baquba : Aksi kekerasan di Irak terus terjadi. Kali ini serangan gelap di Baquba menewaskan empat polisi. Sementara serbuan pasukan Amerika Serikat di sebuah rumah menewaskan satu orang. Petani Korsel Antiperdagangan Bebas Seoul : Ribuan petani dan buruh menggelar unjuk rasa di Seoul, Korea Selatan untuk menentang perjanjian perdagangan bebas antara AS dan Korsel. Lebih dari 21 aktivis antiperang asal AS juga turut dalam unjuk rasa ini. Jammie Fox Penyanyi Pria Terbaik Versi AMA California : Ajang penghargaan musik American Music Awards kembali digelar. Kali ini acara berlangsung di Los Angeles, California. Tapi yang mengejutkan dari ajang ini adalah aktor peraih oscar Jammie Fox mendapat penghargaan penyanyi pria favorit kategori Soul dan R&B. Sejumlah artis ternama AS turut menjadi pengisi acara penghargaan ini. Salah satunya artis seksi Beyonce Knowles. ( DNP ).","Kebakaran hutan di Australia berlangsung di New South Wales, Blue Mountains, Adelaide, dan Victoria. Ribuan petani dan buruh di Seoul, Korea Selatan menentang perjanjian perdagangan bebas antara AS dan Korsel."
"Manchester United memecat Mike Stone, dokter yang bertanggung jawab atas recovery Wayne Rooney. Pelatih United, Sir Alex Ferguson ditengarai sangat murka dengan diagnosa Stone yang sangat optimis tentang peluang Rooney tampil di Germany 2006. Bukan rahasia umum, jika bos United, Sir Alex Ferguson sangat mengharapkan striker andalannya Wayne Rooney yang terbelit cedera metatarsal di akhir bulan April lalu berada dalam kondisi fisik yang sempurna menjelang kompetisi liga premier musim depan bergulir. Pasalnya, sudah tiga musim berturut-turut United kehilangan muka di kompetisi domestik, ajang yang semula didominasi United dalam satu dekade terakhir. Jadi, secara logika bisa dimengerti apabila Fergie ngotot menolak upaya Sven-Goran Eriksson yang terkesan akan memaksakan Rooney untuk tampil di PD 2006. Bahkan, Fergie sempat “ mengancam ” jika kondisi recovery Rooney baru pulih 75 persen, dirinya tidak akan mengizinkan pemain kesayangannya itu bergabung dengan The Three Lions ke Germany 2006. Memang, dalam soal perijinan, Fergie di atas angin. Dialah yang memegang “ opsi ” atau “ ketuk palu ” jadi tidaknya Rooney tampil di PD 2006. Bukan Eriksson ! Karena itulah, ketika hari Minggu lalu, dokter timnas Inggris, Leif Sward mengatakan proses penyembuhan Rooney benar-benar berjalan dengan sempurna dan bahkan lebih cepat dari yang diduga semula, Fergie berang dengan Dr Mike Stone, dokter tim United yang bertanggung jawab atas proses recovery Rooney. Pasalnya, tak mungkin Sward berkomentar seperti itu jika tidak mendapat asupan atau masukan dari Stone. Kesimpulannya, Fergie benar-benar malu dengan “ ulah ” dokternya itu. Sebab, jauh-jauh hari Fergie berkali-kali menegaskan, ia sangat tidak yakin Rooney bisa tampil di PD 2006. Untuk itulah, seperti yang dilansir harian The Sun dan Independent, kemarin, secara resmi United membebastugaskan alias memecat Stone dari posisinya sebagai dokter yang bertugas merawat Rooney. “ Kami dapat mengkonfirmasikan Mike Stone telah meninggalkan klub ini, ” demikian keterangan yang disampaikan seorang juru bicara United yang dikutip kedua harian tersebut. Menurut Independent, tanggung jawab Stone akan diambil alih asistennya, Tony Gill. Kabar pemecatan Stone tersebut jelas mengagetkan. Sebab, besok ( Kamis ), direncanakan Rooney akan menjalani pemeriksaan lanjutan untuk menentukan sejauh mana proses recovery yang telah berjalan. Besar kemungkinan, scanning besok hari menjadi penentu apakah Rooney mampu tampil di PD 2006. Stone yang telah bergabung dengan United selama 10 tahun itu juga merupakan orang yang bertanggung jawab atas kasus Ferdinand yang mendapat hukuman dari FA selama delapan bulan gara-gara lalai melakukan uji kesehatan. Rumor yang berkembang di kubu United pun menyatakan, kerap Stone beradu mulut dengan asisten Fergie, Carlos Queiroz. Sementara itu, kapten United, Gary Neville membantah kabar yang menyebutkan United sengaja memblok upaya recovery Rooney untuk dapat tampil di Jerman. “ Kabar itu benar-benar sampah, ” kata Neville, sahabat karib David Beckham itu. “ Fantastis bagi timnas dan United sendiri jika dia benar-benar fit dan siap membela Inggris di PD 2006. Semua orang pasti menginginkan Rooney mampu bermain di Jerman, ” imbuhnya. Tapi, tambah Neville, jika dia tidak dalam kondisi yang benar-benar oke, maka United tidak akan mengizinkannya tampil di Jerman.","Manchester United memecat Mike Stone, dokter yang bertanggung jawab atas recovery Wayne Rooney. Pelatih United, Sir Alex Ferguson ditengarai sangat murka dengan diagnosa Stone yang sangat optimis tentang peluang Rooney tampil di Germany 2006."
"Liputan6. com, Jakarta : Aksi beli para pelaku pasar terhadap rupiah kembali marak, menyebabkan kurs mata uang lokal terhadap dolar AS Rabu pagi ( 22/9 ) menguat, menembus batas psikologis 8. 950. Di pasar spot antarbank Jakarta, rupiah diperdagangkan pada level Rp8. 945-Rp8. 955 per dolar AS atau naik 15 poin dibanding penutupan kemarin di posisi Rp8. 960-Rp8. 970 per dolar AS. Pembelian rupiah dipengaruhi oleh hasil pertemuan antara pemerintah dan Bank Indonesia dan DPR mengenai revisi asumsi makro ekonomi Anggaran Pendapatan & Belanja Negara ( APBN ) 2011, kata Direktur Currency Management Group, Farial Anwar. Dalam penjelasannya, pemerintah menargetkan pertumbuhan ekonomi 2011 sebesar 6, 4 persen dari sebelumnya 6, 3 persen dan laju inflasi hanya 5, 3 persen. Pemerintah juga merubah target kurs rupiah dari sebelumnya Rp9. 300 per dolar AS menjadi Rp9. 250 per dolar AS. Kenaikan rupiah juga dipicu oleh arus modal asing yang terus mengalir ke pasar modal, sehingga indeks harga saham Bursa Efek Indonesia ( BEI ) terus membaik. "" Kami memperkirakan rupiah akan dapat mencapai angka Rp8. 900 per dolar, meski kenaikan mata uang itu sedikit banyak tertahan oleh Bank Indonesia, "" kata Farial. Bank Indonesia menjaga agar rupiah tidak naik terlalu cepat. Apabila BI melepasnya, maka rupiah sebenarnya sudah berada jauh dibawah angka Rp8. 900 per dolar. Farial memperkirakan rupiah akan terus menguat meski tidak tinggi, namun untuk mencapai level Rp8. 900 sangat besar. ( ANT/MLA ).","Rupiah terus menguat dan akhirnya menembus batas psikologis Rp8. 950 per dolar AS. Diperkirakan penguatan akan terus berlangsung, meski di kisaran sempit karena BI terus melakukan intervensi."
"Liputan6. com, Jakarta : Pertamina menjamin ketersediaan cadangan bahan bakar minyak ( BBM ) selama arus mudik dan balik Lebaran. Karena itu, masyarakat diminta tidak perlu khawatir menghadapi kelangkaan BBM. Permintaan tersebut disampaikan Direktur Hilir Pertamina Hari Purnomo di Jakarta, baru-baru ini. Menurut Hari, saat ini, Pertamina memang hanya memiliki stok BBM untuk keperluan nasional selama 23 hari [ baca : Pertamina Memastikan Stok BBM Masih Aman ]. Padahal, dalam keadaan normal, stok BBM biasanya untuk 50 hari. Namun, Hari menyatakan, Pertamina siap mengimpor BBM jika stok nasional turun hingga di bawah kebutuhan. ( AWD/Tim Liputan 6 SCTV ).","Pertamina memiliki stok BBM untuk keperluan nasional selama 23 hari. Padahal, dalam keadaan normal, stok BBM biasanya untuk 50 hari. Pertamina siap mengimpor BBM jika stok nasional turun hingga di bawah kebutuhan."
"Liputan6. com, Kupang : Pemilihan Kepala Daerah di Kupang, Nusa Tenggara Timur, Senin ( 21/5 ), nyaris rusuh, Senin ( 21/5 ). Ini setelah Panitia KPPS di TPS 19 Kelurahan Oebobo menemukan adanya kecurangan. Setidaknya 40 surat suara sudah dicoblos saat akan dimulainya pemilihan. Dari jumlah itu, pasangan Jonas Salean-Aleks Ena merupakan calon yang paling banyak dicoblos, yakni 18 suara. Seluruh surat suara saat ini telah diamankan panitia sebagai barang bukti dan untuk kepentingan berita acara laporan kecurangan. Untuk mengantisipasi kondisi itu, polisi PAM Pilkada Kupang yang bersiaga langsung mengepung TPS 19 yang sedianya bakal melangsungkan pemilihan pukul 08. 00 WITA. Hari ini, lebih dari 189 ribu warga Kota Kupang di 49 kelurahan akan memberikan hak suara untuk memilih lima kandidat Wali Kota Kupang. ( YNI/Didimus Payong Dore ).","Panitia menemukan 40 surat suara yang sudah dicoblos saat sedang dilangsungkannya Pilkada di TPS 19 Kelurahan Oebobo, Kupang, NTT. Mayoritas surat suara yang dicoblos adalah pasangan Jonas Salean-Aleks Ena."
"Liputan6. com, Polewali : Kepolisian Republik Indonesia, Sabtu ( 01/7 ), tepat berusia 60 tahun. Secara serentak di seluruh Tanah Air perayaan Polri digelar. Di Polewali, Sulawesi Barat, perayaan HUT Polri diwarnai bentrokan antara polisi dan demonstran. Keributan terjadi seusai perayaan ulang tahun Polri di Markas Kepolisian Sektor Mapolsek Wonomulyo, Polewali. Awalnya aksi berjalan damai. Namun saat demonstran berniat menyampaikan aspirasi, sejumlah polisi justru menghalang-halanginya. Bahkan polisi menyita paksa atribut demonstran, seperti bendera dan poster. Keributan mereda setelah Kepala Kepolisian Resor Polewali Ajun Komisaris Besar Polisi Sukria Gaos menenangkan massa. Kepada demonstran, Sukria juga berjanji akan menindak anggotanya yang terlibat pungutan liar, seperti yang dituntut pengunjuk rasa. Di Yogyakarya, HUT Polri di Lapangan Polsek Plered, Bantul diperingati secara prihatin terlebih tiga polisi turut meninggal dunia pada gempa bumi 27 Mei silam. Acara yang juga diikuti oleh ratusan korban gempa ini, diisi dengan pemberian penghargaan dan bantuan kepada sejumlah orang yang dianggap berperan menyelamatkan korban. Kondisi serupa juga terjadi di Jawa Tengah. Upacara HUT Polri diperingati di reruntuhan Mapolsek Gantiwarno yang terkena bencana gempa bumi. Dalam kesempatan ini, Polda Jateng juga memberikan bantuan berupa 10 unit rumah darurat sederhana kepada korban gempa di wilayah Klaten yang diserahkan kepada wakil bupati. Untuk menghibur anak-anak korban gempa, polisi juga menyajikan berbagai lomba dan atraksi. ( ORS/Tim Liputan 6 SCTV ).","Sejumlah pengunjuk rasa bentrok dengan polisi seusai perayaan HUT Polri di Mapolsek Wonomulyo, Polewali, Sulbar. Pengunjuk rasa yang berniat menyampaikan aspirasi dihalang-halangi polisi."
"Liputan6. com, Bogor : Tas bisa dibilang sebagai penunjang penampilan. Seiring perkembangan mode, model tas pun dibuat beragam sesuai dengan kebutuhan si pemakai. Untuk mendapatkan tas trendy dan berkualitas, biasanya orang memilih berbelanja di pusat perbelanjaan besar. Padahal, harga tas di tempat tersebut selangit. Nah, saat uang yang dimiliki pas-pasan, tak ada salahnya untuk mencoba membeli tas buatan industri rumah tangga yang dijual di kawasan Wisata Belanja Tas Tajur, Bogor, Jawa Barat. Bagus M. Fathoni adalah pemilik Toko Sumber Tas, Jalan Raya Tajur Nomor 33 Bogor. Dia mengaku memulai usaha di kawasan itu pada 2000. Bagus menyadari konsumennya tak hanya dari kalangan atas. Untuk itu, dia tidak hanya menyediakan tas impor, namun disediakan juga tas buatan lokal. "" Impor mungkin cuma 25 persen, sisanya 75 persen lokal, "" kata Bagus. Tahun demi tahun, usaha yang dijalani Bagus terus berkembang. Bagus mengaku tokonya selalu ramai. Apalagi pada Sabtu, Ahad, dan hari libur. "" Bisa mencapai 1. 000 pengunjung, "" kata Bagus. Sementara Silvia Monica, pemilik Toko Central Tas, mengatakan, 60 persen barang yang dijual adalah tas impor. Sedangkan sisanya buatan lokal. Silvia mengaku dalam sebulan dapat menjual 1. 000 unit tas. Bagi para wanita penggemar tas, di tempat inilah mereka bisa dengan leluasa mencari aneka bentuk, warna, serta model yang tak pernah ketinggalan dan tentu saja harga yang terjangkau. "" Di samping karena ada diskonnya, kualitasnya juga cukup bagus, "" ujar Yeti, salah satu pelanggan Toko Sumber Tas. Selain itu, Yeti mengaku toko ini tak hanya menyediakan tas impor. Tas buatan Indonesia juga menurut dia sudah bisa mengikuti mode. Pelanggan lainnya yang bernama Rania mengaku tas yang disediakan toko ini tak kalah jauh dengan pusat perbelanjaan besar lainnya. Harga memang menjadi faktor utama tas asal Tajur menjadi fenomenal. Di tempat ini, para pengunjung sudah bisa mendapatkan sebuah tas keren dengan rentang harga Rp 35-100 ribu. Namun, calon pembeli harus jeli. Sebab, tas lokal saat ini belum dapat menyaingi produk impor. Ini dikarenakan bahan baku yang digunakan kurang bagus dan pengerjaannya kurang halus. ( DNP/Tim Usaha Anda ) WISATA BELANJA TAS TAJUR Toko Sumber Tas Bagus M. Fatoni Jalan Raya Tajur Nomor 33 Bogor, Jawa Barat Telepon : ( 0251 ) 384439 Ponsel : 0815. 10091377.","Bagi penggemar tas, kawasan Tajur di Bogor, Jawa Barat, bisa menjadi salah satu tempat untuk berburu aneka tas dengan beragam bentuk, warna, serta model yang tak pernah ketinggalan. Harganya terjangkau."
"Liputan6. com, Madiun : Naik pesawat tempur F-16 yang berkecepatan lebih dari dua kali kecepatan suara tentu seru dan mendebarkan. Tapi juga membuat kepala pusing. Itulah harga yang harus dibayar kepala staf TNI Angkatan Darat dan Laut sebelum mereka menerima Wing Kehormatan dari TNI Angkatan Udara. Prosesi pemberian Wing Kehormatan yang melibatkan enam pesawat tempur membuat langit di atas Madiun, Jawa Timur, Jumat ( 18/4 ), bergelegar. Enam pesawat itu menampilkan formasi berlian atau diamond formatin. Tiga pesawat di antaranya diawaki kepala staf tiga angkatan TNI. Nikmat memang terbang dengan F-16. Namun para jenderal harus mengakui betapa sulitnya menjadi penerbang pesawat tempur. Namun Wing Kehormatan yang kini tersemat di dada para jenderal itu dapat menghilangkan rasa pusing akibat diajak berakrobat di udara. ( JUM/Gadis Parengkuan dan Nofri Barends ).",Enam pesawat tempur diikutkan dalam prosesi pemberian Wing Kehormatan untuk kepala staf TNI AD dan AL dari TNI AU. Para jenderal yang akan menerima Wing Kehormatan mengaku betapa sulitnya menjadi penerbang pesawat tempur.
"Liputan6. com, Mangalore : Para penyidik kecelakaan pesawat Air India menghadapi tugas yang melelahkan, Ahad ( 23/5 ). Mereka memeriksa bangkai pesawat yang gagal mendarat di area Bandar Udara Mangalore, Negara Bagian Karnataka, selatan India. Kemarin malam, penyelidikan kecelakaan pesawat yang menewaskan sedikitnya 158 orang itu dibatalkan karena situasi yang tidak mendukung. Sementara itu, tim investigasi diharapkan segera melanjutkan penyisiran area jatuhnya pesawat pada Ahad siang. Terutama, mencari kotak hitam pesawat sehingga penyebab terjadinya kecelakaan dapat terpecahkan. Seperti diberitakan sebelumnya, Sabtu pagi lalu, pesawat yang membawa 160 penumpang dan enam awak dalam penerbangan dari Dubai tersebut hendak melewati landasan pacu. Namun, pilot mengalami kesulitan menghentikan pesawat sampai akhirnya pesawat melewati landasan di bandara dan menabrak pagar pembatas. Tidak lama kemudian, api muncul dan membakar pesawat [ baca : Pesawat India Kecelakaan, Setidaknya 160 Tewas ]. Petugas bandara mengatakan, kondisi lahan pendaratan sangat bagus, penglihatan juga cukup jelas, dan tidak ada panggilan darurat dari pilot pesawat nahas tersebut. Dia menggambarkan kapten pilot, warga Serbia, merupakan pilot yang sangat berpengalaman dengan jam terbang di atas 10 ribu jam. Salah satu korban yang selamat, Umer Farooq, mengatakan sempat mendengar suara keras saat pesawat mendarat. Pesawat itu berbelok ke arah samping dekat beberapa pohon, kemudian kabin penuh dengan asap. "" Aku terjebak di antara kabel-kabel, tapi berhasil merangkak keluar, "" kata Farooq, yang menderita luka bakar pada lengan, kaki dan wajah [ baca : Korban Selamat Air India Bertambah ]. Gambar yang terekam sesaat setelah kecelakaan pesawat menunjukkan asap yang mengepul dari dalam pesawat, tim penolong secepat mungkin berusaha turun ke lereng yang curam memadamkan api dengan busa. Beberapa jam kemudian, tim penyelamat berusaha mengeluarkan tubuh korban kecelakaan yang telah menghitam dari pesawat. Beberapa dari mereka masih terikat sabuk pengaman. ( DES/ANS/AFP ).","Para penyidik memeriksa bangkai pesawat terbang Air India. Sementara, tim penyelamat melanjutkan menyisir daerah terjadinya kecelakaan guna menemukan kotak hitam."
"Liputan6. com, Jakarta : Anggota DPR dari Fraksi Kebangkitan Bangsa Susono Yusuf membantah tudingan Sekretaris Jenderal Partai Kebangkitan Bangsa Batu Tulis Abdullah Khalik Achmad yang menyebutkan dirinya menyetujui pemalsuan tanda tangan lewat short messages service ( SMS ). Dia juga menolak bukti SMS yang diperlihatkan Khalik tertanggal 10 dan 11 Mei silam. Demikian disampaikan Susono di Jakarta, Ahad ( 19/5 ). Susono mengaku tak pernah menyetujui pencalonan dirinya sebagai Ketua F-KB. Karena itulah, dia menolak mengakui keluarganya mengirim buku yang berisi tanda tangannya untuk dirobek dan ditempelkan pada surat pencalonan Ketua F-KB [ baca : Abdullah Khalik Mendesak Susono Mengklarifikasi Tuduhannya ]. Susono bertutur, pada 10-11 Mei silam dia sekeluarga berada di Situbondo, Jawa Timur. Untuk menyelesaikan masalah ini, Susono bertekad menuntut Ketua Umum PKB Matori Abdul Djalil lewat jalur hukum [ baca : Dianggap Mencemarkan Nama Baik, Matori Diadukan ke Polisi ]. ( MTA/Tris Wijayanto dan Teguh Raharjo ).",Anggota DPR dari F-KB Susono Yusuf membantah setuju dicalonkan sebagai Ketua F-KB lewat SMS yang dikirim kepada Sekjen PKB Batu Tulis Abdullah Khalik Achmad. Dia juga mengaku tak mengirim buku.
